Timestamp,Latitude,Longitude,Local_X_m,Local_Y_m,Pressure_Depth_m,Linear_Vx_ms,Linear_Vy_ms,Gyro_Heading_Yaw,Satellites_Count,DVL_FOM,Navigation_Drift_m
14:33:18,22.2546626,84.8798831,1.667,-8.158,0.11,-0.035,-0.032,138.5,27,0.0004,8.33
14:33:19,22.2546625,84.8798829,1.661,-8.159,0.11,-0.038,-0.022,138.5,27,0.0004,8.33
14:33:19,22.2546625,84.8798829,1.659,-8.160,0.11,-0.038,-0.024,138.5,27,0.0000,8.33
14:33:19,22.2546625,84.8798829,1.657,-8.161,0.11,-0.038,-0.026,138.5,27,0.0000,8.33
14:33:19,22.2546625,84.8798829,1.655,-8.163,0.11,-0.038,-0.028,138.5,27,0.0000,8.33
14:33:19,22.2546624,84.8798827,1.648,-8.164,0.11,-0.041,-0.018,138.5,27,0.0004,8.33
14:33:19,22.2546624,84.8798827,1.646,-8.165,0.11,-0.040,-0.019,138.5,27,0.0004,8.33
14:33:19,22.2546624,84.8798827,1.644,-8.166,0.11,-0.039,-0.021,138.5,27,0.0004,8.33
14:33:19,22.2546624,84.8798827,1.642,-8.167,0.11,-0.038,-0.022,138.5,27,0.0004,8.33
14:33:19,22.2546624,84.8798827,1.640,-8.168,0.11,-0.041,-0.017,138.5,27,0.0004,8.33
14:33:19,22.2546624,84.8798827,1.638,-8.168,0.11,-0.040,-0.019,138.5,27,0.0000,8.33
14:33:19,22.2546624,84.8798827,1.636,-8.170,0.11,-0.038,-0.021,138.5,27,0.0000,8.33
14:33:19,22.2546624,84.8798827,1.633,-8.170,0.11,-0.042,-0.018,138.5,27,0.0004,8.33
14:33:19,22.2546623,84.8798825,1.626,-8.172,0.11,-0.040,-0.020,138.4,27,0.0004,8.33
14:33:19,22.2546623,84.8798825,1.624,-8.173,0.11,-0.038,-0.022,138.4,27,0.0004,8.33
14:33:19,22.2546623,84.8798825,1.623,-8.175,0.11,-0.036,-0.024,138.4,27,0.0004,8.33
14:33:19,22.2546623,84.8798825,1.620,-8.175,0.11,-0.040,-0.020,138.4,27,0.0004,8.33
14:33:19,22.2546623,84.8798825,1.618,-8.176,0.11,-0.037,-0.022,138.4,27,0.0000,8.34
14:33:19,22.2546622,84.8798822,1.610,-8.179,0.11,-0.035,-0.023,138.4,27,0.0000,8.34
14:33:19,22.2546622,84.8798822,1.608,-8.180,0.11,-0.033,-0.025,138.4,27,0.0000,8.34
14:33:20,22.2546622,84.8798822,1.606,-8.181,0.11,-0.037,-0.018,138.4,27,0.0004,8.34
14:33:20,22.2546622,84.8798822,1.604,-8.182,0.11,-0.035,-0.019,138.4,27,0.0004,8.34
14:33:20,22.2546622,84.8798822,1.603,-8.183,0.11,-0.034,-0.021,138.4,27,0.0004,8.34
14:33:20,22.2546622,84.8798822,1.601,-8.184,0.11,-0.033,-0.023,138.4,27,0.0004,8.34
14:33:20,22.2546622,84.8798822,1.599,-8.183,0.11,-0.035,-0.001,138.4,27,0.0004,8.34
14:33:20,22.2546622,84.8798822,1.597,-8.183,0.11,-0.034,-0.003,138.4,27,0.0000,8.34
14:33:20,22.254662,84.879882,1.589,-8.187,0.11,-0.034,-0.005,138.4,27,0.0000,8.34
14:33:20,22.254662,84.879882,1.587,-8.188,0.11,-0.038,-0.016,138.4,27,0.0004,8.34
14:33:20,22.254662,84.879882,1.585,-8.189,0.11,-0.038,-0.017,138.4,27,0.0004,8.34
14:33:20,22.254662,84.879882,1.583,-8.190,0.11,-0.038,-0.019,138.4,27,0.0004,8.34
14:33:20,22.254662,84.879882,1.581,-8.191,0.11,-0.038,-0.021,138.4,27,0.0004,8.34
14:33:20,22.254662,84.879882,1.579,-8.192,0.11,-0.038,-0.022,138.4,27,0.0004,8.34
14:33:20,22.254662,84.879882,1.577,-8.192,0.11,-0.042,-0.017,138.4,27,0.0004,8.34
14:33:20,22.254662,84.879882,1.575,-8.193,0.11,-0.041,-0.019,138.4,27,0.0000,8.34
14:33:20,22.254662,84.879882,1.573,-8.194,0.11,-0.040,-0.020,138.4,27,0.0000,8.34
14:33:20,22.2546619,84.8798818,1.564,-8.198,0.11,-0.044,-0.016,138.3,27,0.0004,8.35
14:33:20,22.2546619,84.8798818,1.562,-8.199,0.11,-0.042,-0.017,138.3,27,0.0004,8.35
14:33:20,22.2546619,84.8798818,1.560,-8.200,0.11,-0.041,-0.018,138.3,27,0.0004,8.35
14:33:20,22.2546619,84.8798818,1.558,-8.201,0.11,-0.039,-0.020,138.3,27,0.0004,8.35
14:33:20,22.2546619,84.8798815,1.548,-8.203,0.11,-0.041,-0.001,138.2,27,0.0004,8.35
14:33:21,22.2546619,84.8798815,1.545,-8.203,0.11,-0.040,-0.002,138.2,27,0.0000,8.35
14:33:21,22.2546619,84.8798815,1.544,-8.204,0.11,-0.038,-0.004,138.2,27,0.0000,8.35
14:33:21,22.2546619,84.8798815,1.542,-8.204,0.11,-0.036,-0.005,138.1,27,0.0000,8.35
14:33:21,22.2546619,84.8798815,1.539,-8.203,0.11,-0.041,-0.000,138.1,27,0.0004,8.35
14:33:21,22.2546619,84.8798815,1.537,-8.204,0.11,-0.040,-0.001,138.1,27,0.0004,8.35
14:33:21,22.2546619,84.8798815,1.535,-8.204,0.11,-0.038,-0.003,138.1,27,0.0004,8.35
