Timestamp,Latitude,Longitude,Local_X_m,Local_Y_m,Pressure_Depth_m,Linear_Vx_ms,Linear_Vy_ms,Gyro_Heading_Yaw,Satellites_Count,DVL_FOM,Navigation_Drift_m
19:16:55,22.2552526,84.9038386,1.436,-0.518,0.15,0.025,0.002,173.4,8,0.0005,1.53
19:16:55,22.2552526,84.9038386,1.437,-0.518,0.15,0.023,0.004,173.6,8,0.0005,1.53
19:16:55,22.2552526,84.9038386,1.439,-0.517,0.15,0.033,0.017,174.3,8,0.0005,1.53
19:16:55,22.2552526,84.9038386,1.440,-0.517,0.15,0.031,0.019,174.9,8,0.0000,1.53
19:16:55,22.2552526,84.9038386,1.438,-0.488,0.15,0.029,0.022,174.9,8,0.0015,1.52
19:16:55,22.2552526,84.9038386,1.439,-0.487,0.15,0.027,0.025,175.5,8,0.0015,1.52
19:16:55,22.2552526,84.9038386,1.449,-0.486,0.15,0.126,0.023,176.0,8,0.0038,1.53
19:16:55,22.2552526,84.9038386,1.455,-0.485,0.15,0.123,0.025,175.8,8,0.0000,1.53
19:16:55,22.2552526,84.9038386,1.461,-0.484,0.15,0.130,0.003,175.8,8,0.0017,1.54
19:16:55,22.2552527,84.9038387,1.462,-0.458,0.14,0.127,0.006,175.5,8,0.0017,1.53
19:16:55,22.2552527,84.9038387,1.469,-0.458,0.14,0.130,0.001,174.6,8,0.0020,1.54
19:16:55,22.2552527,84.9038387,1.475,-0.458,0.14,0.128,0.009,174.1,8,0.0000,1.54
19:16:55,22.2552527,84.9038387,1.482,-0.457,0.14,0.127,0.019,174.1,8,0.0000,1.55
19:16:56,22.2552526,84.9038389,1.483,-0.435,0.14,0.137,0.002,173.8,8,0.0016,1.55
19:16:56,22.2552526,84.9038389,1.490,-0.435,0.14,0.141,0.002,173.1,8,0.0036,1.55
19:16:56,22.2552526,84.9038389,1.497,-0.434,0.14,0.140,0.015,173.0,8,0.0036,1.56
19:16:56,22.2552526,84.9038389,1.504,-0.434,0.14,0.142,0.003,173.0,8,0.0028,1.57
19:16:56,22.2552526,84.9038389,1.503,-0.413,0.14,0.141,0.018,172.8,8,0.0000,1.56
19:16:56,22.2552526,84.9038389,1.511,-0.414,0.14,0.173,-0.039,172.6,8,0.0047,1.57
19:16:56,22.2552526,84.9038389,1.520,-0.415,0.14,0.167,0.020,172.6,8,0.0029,1.58
19:16:56,22.2552526,84.9038389,1.528,-0.414,0.14,0.167,0.037,172.6,8,0.0029,1.58
19:16:56,22.2552527,84.903839,1.528,-0.392,0.14,0.165,0.038,172.5,8,0.0029,1.58
19:16:56,22.2552527,84.903839,1.536,-0.390,0.14,0.164,0.054,172.4,8,0.0000,1.58
19:16:56,22.2552527,84.903839,1.544,-0.388,0.14,0.165,0.036,172.4,8,0.0030,1.59
19:16:56,22.2552527,84.903839,1.552,-0.387,0.14,0.157,0.008,172.4,8,0.0065,1.60
19:16:56,22.2552529,84.9038391,1.550,-0.367,0.14,0.180,-0.017,172.3,8,0.0049,1.59
19:16:56,22.2552529,84.9038391,1.559,-0.368,0.14,0.176,-0.010,172.2,8,0.0000,1.60
19:16:56,22.2552529,84.9038391,1.568,-0.368,0.14,0.167,-0.000,172.1,8,0.0062,1.61
19:16:56,22.2552529,84.9038391,1.576,-0.368,0.14,0.191,0.029,172.1,8,0.0036,1.62
19:16:56,22.2552529,84.9038391,1.586,-0.366,0.14,0.188,0.033,171.9,8,0.0036,1.63
19:16:56,22.2552529,84.9038391,1.581,-0.347,0.14,0.167,0.044,171.8,8,0.0076,1.62
19:16:56,22.2552529,84.9038391,1.590,-0.344,0.14,0.170,0.048,171.8,8,0.0000,1.63
19:16:56,22.2552529,84.9038391,1.599,-0.344,0.14,0.198,0.005,171.7,8,0.0052,1.64
19:16:57,22.2552529,84.9038391,1.609,-0.343,0.14,0.193,0.043,171.4,8,0.0032,1.65
