Timestamp,Latitude,Longitude,Local_X_m,Local_Y_m,Pressure_Depth_m,Linear_Vx_ms,Linear_Vy_ms,Gyro_Heading_Yaw,Satellites_Count,DVL_FOM,Navigation_Drift_m
13:17:11,22.2548301,84.8798124,-1.660,-2.145,0.07,0.000,0.000,-12.3,27,0.0001,0.27
13:17:12,22.2548301,84.8798124,-1.660,-2.145,0.07,0.000,0.000,-12.3,27,0.0001,0.27
13:17:12,22.2548301,84.8798124,-1.660,-2.145,0.07,0.000,0.000,-12.4,27,0.0001,0.27
13:17:12,22.2548301,84.8798124,-1.660,-2.145,0.07,0.000,0.000,-12.4,27,0.0001,0.27
13:17:12,22.2548301,84.8798124,-1.660,-2.145,0.07,0.000,0.000,-12.4,27,0.0001,0.27
13:17:12,22.2548301,84.8798124,-1.660,-2.145,0.07,0.000,0.000,-12.4,27,0.0001,0.27
13:17:12,22.2548301,84.8798124,-1.660,-2.145,0.07,0.000,0.000,-12.4,27,0.0001,0.27
13:17:12,22.2548302,84.8798124,-1.654,-2.128,0.07,0.000,0.000,-12.4,27,0.0001,0.26
13:17:12,22.2548302,84.8798124,-1.654,-2.128,0.07,0.000,0.000,-12.4,27,0.0001,0.26
13:17:12,22.2548302,84.8798124,-1.654,-2.128,0.07,0.000,0.000,-12.5,27,0.0001,0.26
13:17:12,22.2548302,84.8798124,-1.654,-2.128,0.07,0.000,0.000,-12.5,27,0.0001,0.26
13:17:12,22.2548303,84.8798124,-1.648,-2.113,0.07,0.001,0.001,-12.5,27,0.0000,0.25
13:17:12,22.2548303,84.8798124,-1.648,-2.113,0.07,0.001,0.001,-12.5,27,0.0000,0.25
13:17:12,22.2548303,84.8798124,-1.648,-2.113,0.07,0.001,0.001,-12.6,27,0.0000,0.25
13:17:12,22.2548303,84.8798124,-1.648,-2.113,0.07,0.000,0.000,-12.6,27,0.0001,0.25
13:17:12,22.2548303,84.8798124,-1.648,-2.113,0.07,0.000,0.000,-12.6,27,0.0001,0.25
13:17:12,22.2548303,84.8798124,-1.648,-2.113,0.07,0.000,0.000,-12.6,27,0.0001,0.25
13:17:12,22.2548303,84.8798124,-1.648,-2.113,0.07,0.000,0.000,-12.7,27,0.0001,0.25
13:17:12,22.2548303,84.8798124,-1.648,-2.113,0.07,0.000,0.000,-12.7,27,0.0001,0.25
13:17:12,22.2548303,84.8798124,-1.648,-2.113,0.07,0.000,0.000,-12.7,27,0.0001,0.25
13:17:13,22.2548304,84.8798124,-1.642,-2.097,0.07,0.000,0.001,-12.7,27,0.0001,0.25
13:17:13,22.2548304,84.8798124,-1.642,-2.097,0.07,0.000,0.001,-12.8,27,0.0001,0.25
13:17:13,22.2548304,84.8798124,-1.642,-2.097,0.07,0.000,0.000,-12.8,27,0.0001,0.25
13:17:13,22.2548304,84.8798124,-1.642,-2.097,0.07,0.000,0.000,-12.8,27,0.0001,0.25
